:::MLLOG {"namespace": "", "time_ms": 1634342508945, "event_type": "POINT_IN_TIME", "key": "submission_benchmark", "value": "maskrcnn", "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/utils/mlperf_logger.py", "lineno": 77}}
:::MLLOG {"namespace": "", "time_ms": 1634343036790, "event_type": "INTERVAL_START", "key": "epoch_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 337, "epoch_num": 5}}
:::MLLOG {"namespace": "", "time_ms": 1634343037308, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.02477994864327567, "data": 0.0011998161588396344, "loss": 1.016799537135022, "loss_classifier": 0.3482103750769581, "loss_box_reg": 0.14323471525168316, "loss_mask": 0.3735018895885774, "loss_objectness": 0.083594257535679, "loss_rpn_box_reg": 0.0682582989853919, "throughput": 10976.616776556977}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 1750}}
:::MLLOG {"namespace": "", "time_ms": 1634343037308, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 10976.616776556977, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634343038438, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024719482395384046, "data": 0.001169409884346856, "loss": 1.0128485981747508, "loss_classifier": 0.3472053607377327, "loss_box_reg": 0.1431840367236537, "loss_mask": 0.37070498565625815, "loss_objectness": 0.08361828925708929, "loss_rpn_box_reg": 0.0681359249779598, "throughput": 11003.466644220329}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 1800}}
:::MLLOG {"namespace": "", "time_ms": 1634343038438, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11003.466644220329, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634343039572, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024664155599233267, "data": 0.001140593064797891, "loss": 1.0062488175042579, "loss_classifier": 0.34484606351300673, "loss_box_reg": 0.14250971299662082, "loss_mask": 0.36791473526205565, "loss_objectness": 0.0828320957871305, "loss_rpn_box_reg": 0.06814620919036167, "throughput": 11028.149693008572}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 1850}}
:::MLLOG {"namespace": "", "time_ms": 1634343039572, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11028.149693008572, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634343040708, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024613513570082814, "data": 0.0011133042134736713, "loss": 0.9991971008597236, "loss_classifier": 0.3422860054554124, "loss_box_reg": 0.14163568839292828, "loss_mask": 0.36549842246072856, "loss_objectness": 0.08210191920301632, "loss_rpn_box_reg": 0.06767506446087952, "throughput": 11050.839987778503}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 1900}}
:::MLLOG {"namespace": "", "time_ms": 1634343040709, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11050.839987778503, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634343041850, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.02456787610665346, "data": 0.0010872356708233172, "loss": 0.991765459527572, "loss_classifier": 0.33928562682790636, "loss_box_reg": 0.14065737321313043, "loss_mask": 0.3633478537259194, "loss_objectness": 0.08119889301940417, "loss_rpn_box_reg": 0.06727571199799384, "throughput": 11071.368107654089}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 1950}}
:::MLLOG {"namespace": "", "time_ms": 1634343041851, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11071.368107654089, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634343042990, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.02452349364757538, "data": 0.001062627673149109, "loss": 0.9861856969557703, "loss_classifier": 0.33730539976805446, "loss_box_reg": 0.13973614567945947, "loss_mask": 0.3614935194645077, "loss_objectness": 0.08023817389737814, "loss_rpn_box_reg": 0.06741245761082064, "throughput": 11091.404997545791}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 2000}}
:::MLLOG {"namespace": "", "time_ms": 1634343042990, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11091.404997545791, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634343044135, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024483981016205577, "data": 0.001039190873867128, "loss": 0.9787175382455675, "loss_classifier": 0.3347182758316034, "loss_box_reg": 0.1387959118292758, "loss_mask": 0.3589444937266228, "loss_objectness": 0.07934060385950455, "loss_rpn_box_reg": 0.06691825237107235, "throughput": 11109.304480344406}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 2050}}
:::MLLOG {"namespace": "", "time_ms": 1634343044135, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11109.304480344406, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634343045271, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024442020938509987, "data": 0.0010169383457728795, "loss": 0.9750723129546358, "loss_classifier": 0.3331332369405954, "loss_box_reg": 0.1384028587562099, "loss_mask": 0.35810787536381256, "loss_objectness": 0.0788964339194908, "loss_rpn_box_reg": 0.06653190737273343, "throughput": 11128.376032582739}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 2100}}
:::MLLOG {"namespace": "", "time_ms": 1634343045272, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11128.376032582739, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634343046163, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": {"BBOX": 0.2343771415840484, "SEGM": 0.2315286541726031}, "metadata": {"file": "tools/train_mlperf.py", "lineno": 282, "epoch_num": 4}}
:::MLLOG {"namespace": "", "time_ms": 1634343046164, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 283, "epoch_num": 4}}
:::MLLOG {"namespace": "", "time_ms": 1634343046673, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024525682759839434, "data": 0.0011197769919107127, "loss": 0.9707844775291377, "loss_classifier": 0.3312862645886665, "loss_box_reg": 0.13786964513889277, "loss_mask": 0.3565250277536553, "loss_objectness": 0.07825392085712317, "loss_rpn_box_reg": 0.06684961868665786, "throughput": 11090.415001428517}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 2150}}
:::MLLOG {"namespace": "", "time_ms": 1634343046674, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11090.415001428517, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634343046904, "event_type": "INTERVAL_END", "key": "epoch_stop", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 294, "epoch_num": 5}}
:::MLLOG {"namespace": "", "time_ms": 1634343046905, "event_type": "INTERVAL_END", "key": "block_stop", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 295, "first_epoch_num": 5}}
:::MLLOG {"namespace": "", "time_ms": 1634343046905, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 296, "epoch_num": 5}}
:::MLLOG {"namespace": "", "time_ms": 1634343046906, "event_type": "INTERVAL_START", "key": "block_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 336, "first_epoch_num": 6, "epoch_count": 1}}
:::MLLOG {"namespace": "", "time_ms": 1634343046907, "event_type": "INTERVAL_START", "key": "epoch_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 337, "epoch_num": 6}}
:::MLLOG {"namespace": "", "time_ms": 1634343047855, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024505557905543936, "data": 0.00110209735957059, "loss": 0.9684985810145735, "loss_classifier": 0.32994979492557996, "loss_box_reg": 0.13791276571115862, "loss_mask": 0.355233715784482, "loss_objectness": 0.0779878599873998, "loss_rpn_box_reg": 0.06741444432363675, "throughput": 11099.522853077544}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 2200}}
:::MLLOG {"namespace": "", "time_ms": 1634343047856, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11099.522853077544, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634343048998, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024468737284342446, "data": 0.001079898092481825, "loss": 0.9617047964864307, "loss_classifier": 0.32770660054725076, "loss_box_reg": 0.1369271938023406, "loss_mask": 0.3530193464971251, "loss_objectness": 0.07701408603704638, "loss_rpn_box_reg": 0.06703756941903298, "throughput": 11116.225444704614}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 2250}}
:::MLLOG {"namespace": "", "time_ms": 1634343048998, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11116.225444704614, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634343050135, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.02443118852117787, "data": 0.001058679248975671, "loss": 0.957996274407791, "loss_classifier": 0.326349120416638, "loss_box_reg": 0.13667000756242073, "loss_mask": 0.3516241399263558, "loss_objectness": 0.07638763249163394, "loss_rpn_box_reg": 0.0669653737985035, "throughput": 11133.31018522575}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 2300}}
:::MLLOG {"namespace": "", "time_ms": 1634343050135, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11133.31018522575, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634343051274, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024396003256452845, "data": 0.0010384036125020777, "loss": 0.9537860488130692, "loss_classifier": 0.3247607589477396, "loss_box_reg": 0.13630163953587454, "loss_mask": 0.3502467069283445, "loss_objectness": 0.07586541024769874, "loss_rpn_box_reg": 0.06661153298868777, "throughput": 11149.367260723531}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 2350}}
:::MLLOG {"namespace": "", "time_ms": 1634343051274, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11149.367260723531, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634343052404, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024358489811420442, "data": 0.0010189201434453329, "loss": 0.9473771043370167, "loss_classifier": 0.32238442630623465, "loss_box_reg": 0.13557362963607886, "loss_mask": 0.34820540439027053, "loss_objectness": 0.075019309145088, "loss_rpn_box_reg": 0.06619433455835405, "throughput": 11166.537913712253}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 2400}}
:::MLLOG {"namespace": "", "time_ms": 1634343052404, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11166.537913712253, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634343053563, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024334760004160357, "data": 0.0010002553706266442, "loss": 0.9453057022179876, "loss_classifier": 0.3211824024388833, "loss_box_reg": 0.1354730391737815, "loss_mask": 0.3477633848330196, "loss_objectness": 0.07472949590533971, "loss_rpn_box_reg": 0.06615737956532067, "throughput": 11177.426855802067}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 2450}}
:::MLLOG {"namespace": "", "time_ms": 1634343053564, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11177.426855802067, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634343054693, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.0243000449180603, "data": 0.000982310962677002, "loss": 0.9405853794574738, "loss_classifier": 0.31978867581300435, "loss_box_reg": 0.13519654620492275, "loss_mask": 0.34574333941340446, "loss_objectness": 0.07403345190957189, "loss_rpn_box_reg": 0.06582336595674715, "throughput": 11193.394947095094}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 2500}}
:::MLLOG {"namespace": "", "time_ms": 1634343054694, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11193.394947095094, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634343055829, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024268957773844402, "data": 0.0009650745578840668, "loss": 0.9346611762280558, "loss_classifier": 0.31750113894797716, "loss_box_reg": 0.13458294651998282, "loss_mask": 0.3437948723824001, "loss_objectness": 0.07321835429937232, "loss_rpn_box_reg": 0.06556386374929371, "throughput": 11207.733044603381}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 2550}}
:::MLLOG {"namespace": "", "time_ms": 1634343055829, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11207.733044603381, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634343056057, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": {"BBOX": 0.26328009428316307, "SEGM": 0.2538116699461017}, "metadata": {"file": "tools/train_mlperf.py", "lineno": 282, "epoch_num": 5}}
:::MLLOG {"namespace": "", "time_ms": 1634343056057, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 283, "epoch_num": 5}}
:::MLLOG {"namespace": "", "time_ms": 1634343056784, "event_type": "INTERVAL_END", "key": "epoch_stop", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 294, "epoch_num": 6}}
:::MLLOG {"namespace": "", "time_ms": 1634343056784, "event_type": "INTERVAL_END", "key": "block_stop", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 295, "first_epoch_num": 6}}
:::MLLOG {"namespace": "", "time_ms": 1634343056784, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 296, "epoch_num": 6}}
:::MLLOG {"namespace": "", "time_ms": 1634343056786, "event_type": "INTERVAL_START", "key": "block_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 336, "first_epoch_num": 7, "epoch_count": 1}}
:::MLLOG {"namespace": "", "time_ms": 1634343056786, "event_type": "INTERVAL_START", "key": "epoch_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 337, "epoch_num": 7}}
:::MLLOG {"namespace": "", "time_ms": 1634343056990, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024248759563152606, "data": 0.0009600364244901217, "loss": 0.9329709319627055, "loss_classifier": 0.3170649724253095, "loss_box_reg": 0.1346187083408577, "loss_mask": 0.34282573038712144, "loss_objectness": 0.07291919388163548, "loss_rpn_box_reg": 0.06554232648629085, "throughput": 11217.068621246908}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 2600}}
:::MLLOG {"namespace": "", "time_ms": 1634343056990, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11217.068621246908, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634343058141, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024225362831691525, "data": 0.0009438904276433981, "loss": 0.9294889443016278, "loss_classifier": 0.3158111865526803, "loss_box_reg": 0.1343321913229249, "loss_mask": 0.34143909173332293, "loss_objectness": 0.07239559107091068, "loss_rpn_box_reg": 0.065510883040671, "throughput": 11227.902008723298}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 2650}}
:::MLLOG {"namespace": "", "time_ms": 1634343058141, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11227.902008723298, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634343059297, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.0242049295813949, "data": 0.0009283484352959527, "loss": 0.9263562792898328, "loss_classifier": 0.3144153807708925, "loss_box_reg": 0.13421870232540253, "loss_mask": 0.3405709110959261, "loss_objectness": 0.07185636078386946, "loss_rpn_box_reg": 0.06529492386635495, "throughput": 11237.380347888828}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 2700}}
:::MLLOG {"namespace": "", "time_ms": 1634343059297, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11237.380347888828, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634343060431, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.0241773624420166, "data": 0.0009133899862116033, "loss": 0.9236996602768248, "loss_classifier": 0.3136451730826362, "loss_box_reg": 0.13406069119551814, "loss_mask": 0.33941759392483667, "loss_objectness": 0.07134470079229636, "loss_rpn_box_reg": 0.0652315008086827, "throughput": 11250.193260423855}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 2750}}
:::MLLOG {"namespace": "", "time_ms": 1634343060431, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11250.193260423855, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634343061571, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024152565343039376, "data": 0.0008988995211465018, "loss": 0.9190289915326451, "loss_classifier": 0.3119163805968128, "loss_box_reg": 0.13341335946317665, "loss_mask": 0.3378224227377879, "loss_objectness": 0.07082033585623972, "loss_rpn_box_reg": 0.06505649241107805, "throughput": 11261.743675538333}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 2800}}
:::MLLOG {"namespace": "", "time_ms": 1634343061571, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11261.743675538333, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634343062710, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024128714528000146, "data": 0.0008849511230201052, "loss": 0.9155166760688288, "loss_classifier": 0.31047179113616025, "loss_box_reg": 0.13294637084233887, "loss_mask": 0.3367422450320762, "loss_objectness": 0.07038931072673253, "loss_rpn_box_reg": 0.06496695795744273, "throughput": 11272.875713472338}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 2850}}
:::MLLOG {"namespace": "", "time_ms": 1634343062710, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11272.875713472338, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634343063860, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024109223464439656, "data": 0.0008714837041394463, "loss": 0.9110017838637376, "loss_classifier": 0.3086979540861372, "loss_box_reg": 0.1324226714069907, "loss_mask": 0.33543412542291756, "loss_objectness": 0.06986903059842257, "loss_rpn_box_reg": 0.0645780020628708, "throughput": 11281.989252005209}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 2900}}
:::MLLOG {"namespace": "", "time_ms": 1634343063860, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11281.989252005209, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634343065025, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024095464641765013, "data": 0.0008584811323780124, "loss": 0.9097375928446398, "loss_classifier": 0.30874690742879096, "loss_box_reg": 0.13248294329473878, "loss_mask": 0.3342646779296762, "loss_objectness": 0.0696329612682684, "loss_rpn_box_reg": 0.06461010269580338, "throughput": 11288.431414123408}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 2950}}
:::MLLOG {"namespace": "", "time_ms": 1634343065025, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11288.431414123408, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634343065994, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": {"BBOX": 0.28030812864219135, "SEGM": 0.2692820425886751}, "metadata": {"file": "tools/train_mlperf.py", "lineno": 282, "epoch_num": 6}}
:::MLLOG {"namespace": "", "time_ms": 1634343065994, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 283, "epoch_num": 6}}
:::MLLOG {"namespace": "", "time_ms": 1634343066178, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024078213850657147, "data": 0.0008496409257253011, "loss": 0.9059787248844902, "loss_classifier": 0.3074072039779276, "loss_box_reg": 0.1320800376371279, "loss_mask": 0.332893922517697, "loss_objectness": 0.06917727154493332, "loss_rpn_box_reg": 0.06442028900117899, "throughput": 11296.518989616687}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 3000}}
:::MLLOG {"namespace": "", "time_ms": 1634343066178, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11296.518989616687, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634343066724, "event_type": "INTERVAL_END", "key": "epoch_stop", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 294, "epoch_num": 7}}
:::MLLOG {"namespace": "", "time_ms": 1634343066724, "event_type": "INTERVAL_END", "key": "block_stop", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 295, "first_epoch_num": 7}}
:::MLLOG {"namespace": "", "time_ms": 1634343066724, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 296, "epoch_num": 7}}
:::MLLOG {"namespace": "", "time_ms": 1634343066726, "event_type": "INTERVAL_START", "key": "block_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 336, "first_epoch_num": 8, "epoch_count": 1}}
:::MLLOG {"namespace": "", "time_ms": 1634343066726, "event_type": "INTERVAL_START", "key": "epoch_start", "value": null, "metadata": {"file": "tools/train_mlperf.py", "lineno": 337, "epoch_num": 8}}
:::MLLOG {"namespace": "", "time_ms": 1634343067320, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.02405774640255287, "data": 0.0008412269686089187, "loss": 0.9033927560365591, "loss_classifier": 0.306418022353996, "loss_box_reg": 0.13173048693188544, "loss_mask": 0.33176600133542156, "loss_objectness": 0.06884530183966042, "loss_rpn_box_reg": 0.06463294333708067, "throughput": 11306.129653571246}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 3050}}
:::MLLOG {"namespace": "", "time_ms": 1634343067320, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11306.129653571246, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634343068454, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024035493712271414, "data": 0.0008293844038440335, "loss": 0.901483539749057, "loss_classifier": 0.30563437371664953, "loss_box_reg": 0.13175978287639428, "loss_mask": 0.33099435630344576, "loss_objectness": 0.06838626870044297, "loss_rpn_box_reg": 0.06470875786371776, "throughput": 11316.597164847475}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 3100}}
:::MLLOG {"namespace": "", "time_ms": 1634343068454, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11316.597164847475, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634343069607, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.024020114928957014, "data": 0.0008178819171966069, "loss": 0.8980214668573842, "loss_classifier": 0.30428221700949565, "loss_box_reg": 0.13141276192147258, "loss_mask": 0.32981429648304744, "loss_objectness": 0.06793866557202169, "loss_rpn_box_reg": 0.06457352562547299, "throughput": 11323.842571298246}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 3150}}
:::MLLOG {"namespace": "", "time_ms": 1634343069607, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11323.842571298246, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
:::MLLOG {"namespace": "", "time_ms": 1634343070750, "event_type": "POINT_IN_TIME", "key": "tracked_stats", "value": {"time": 0.02400203749537468, "data": 0.0008067386597394944, "loss": 0.8965259884181432, "loss_classifier": 0.30372621765855, "loss_box_reg": 0.13120343700362283, "loss_mask": 0.3291860337276012, "loss_objectness": 0.06780813161632977, "loss_rpn_box_reg": 0.06460216826806914, "throughput": 11332.371264415193}, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 333, "step": 3200}}
:::MLLOG {"namespace": "", "time_ms": 1634343070750, "event_type": "POINT_IN_TIME", "key": "throughput", "value": 11332.371264415193, "metadata": {"file": "/workspace/object_detection/maskrcnn_benchmark/engine/trainer.py", "lineno": 336}}
